2028,3147,318,2762,527,2858,593,2324,110,3753
2858,3147,2028,260,2324,2762,318,150,527,593
260,904,1196,1198,2571,2028,1252,858,1210,913
260,2858,1198,2028,527,904,1196,318,2762,593
2858,913,1252,2997,1148,2692,608,904,858,923
2858,3160,2395,2997,2908,2692,2336,1148,2959,1732
260,2028,1196,2571,1198,2762,110,3147,318,527
2858,2324,2762,3147,260,3897,2028,1148,527,318
2858,3147,2762,2028,2324,318,527,593,3897,260
2028,3147,260,3753,110,2571,150,2762,318,2324
2858,1148,2692,2762,2324,527,913,318,3897,593
260,1252,2858,527,904,1198,913,2028,858,923
2858,1148,260,1198,913,1196,2571,1252,527,2324
2858,3897,2762,2997,2908,2396,2324,527,3160,593
260,3147,318,1148,2028,2324,2571,2692,527,1089
2858,2324,1148,2762,2692,318,3147,3897,260,1089
2858,2324,260,1148,2762,2028,3147,527,913,1198
2858,2324,260,1148,2028,913,1198,3147,527,2692
2858,2324,2762,3147,260,1148,318,527,3897,2028
2858,3147,260,2762,2028,318,527,593,2324,2571
260,1222,1196,1148,2571,2692,1198,1089,1206,1214
2858,1148,913,260,2692,527,2324,2762,1252,318
260,1148,2858,2324,1196,1198,2692,2571,3147,1222
2858,913,260,527,1252,318,2762,904,2028,593
260,3147,1196,1198,2571,2324,2028,2762,1242,110
2858,3147,318,2324,2762,150,527,1358,2028,1148
2858,1252,260,904,858,913,527,923,1198,1247
2858,913,260,527,1252,2028,2762,1198,904,318
260,3147,1196,1198,2571,904,2028,2858,913,2762
2858,2324,2762,318,3147,527,2028,593,3897,260
260,3147,2028,2324,2858,527,150,2762,318,904
2858,2324,2762,3147,527,318,3897,593,1148,2028
260,3147,1196,904,1198,2324,2571,2028,913,1148
2858,3147,2762,2324,2028,318,150,527,3897,260
2858,1252,913,260,904,858,923,1247,527,1148
2858,3147,260,2324,2028,2762,1148,318,527,913
2858,923,527,1252,913,318,904,608,1247,858
2858,2324,318,3147,527,1148,2762,2692,2028,1358
2858,2324,2762,1148,527,2692,593,318,3897,2997
260,913,1252,858,904,2858,923,527,1247,1198
260,1148,1196,1198,2571,1222,2858,1278,2028,2324
260,3147,1196,1198,1148,2571,1222,2028,1242,1210
2858,2324,2762,318,527,3147,2028,593,260,3897
2858,3147,260,2028,2324,1198,2762,1148,1196,527
260,904,913,1198,1252,1196,923,1247,2571,1278
2858,3147,2324,260,1148,2692,318,1358,2028,1089
2858,1252,527,318,2028,2762,904,593,858,260
2858,3147,260,2324,2028,1148,2762,913,527,318
2858,2324,260,2028,3147,2762,1198,527,1148,318
2858,2324,3897,2997,2692,1148,2762,3160,2908,527
2858,3147,2762,318,2324,527,2028,593,150,110
2858,3147,2762,2324,2028,318,3897,527,150,593
2858,913,260,1148,2324,527,1252,904,318,923
2858,3147,2762,2028,3753,260,2324,318,110,150
2028,2762,110,3147,356,318,2571,260,593,527
2028,3147,260,110,2571,3753,318,356,1198,150
2858,1148,913,608,2692,1252,296,923,1089,2997
2858,1148,260,913,527,2324,318,1252,1198,904
2858,2324,260,3147,2762,3897,2028,1148,527,913
260,2701,1544,1676,2628,2054,1210,153,1562,1917
2858,1148,2692,913,260,1089,2324,527,745,318
2858,1252,923,913,858,904,608,1247,111,912
2858,2324,1148,2762,2692,527,3897,318,913,593
2858,2324,2762,318,3147,2028,527,593,3897,260
260,3147,2028,2762,110,318,3753,2571,1198,527
2858,3147,2762,2028,2324,318,527,260,593,3897
858,1252,923,912,904,913,527,1247,1207,260
2858,2692,2997,3160,3897,2762,1148,608,2324,296
2858,2324,3897,2762,2692,2997,1148,2908,527,3160
2858,2324,2762,2692,2997,593,3897,527,318,1148
260,3147,1196,1198,2571,1242,2028,1210,150,110
2858,3160,2997,2908,2395,608,3897,2599,2692,2336
2858,1148,260,2324,2571,2692,1196,1198,3147,2028
858,1252,260,904,527,923,1198,913,912,1247
2858,3753,260,3147,1210,2762,150,1196,2571,1101
2858,2324,2762,3147,527,3897,318,1148,593,2692
2858,2692,1148,2997,2324,2762,3897,608,3160,593
2858,913,1252,527,904,923,858,1148,2324,608
2858,913,1252,2997,923,1148,608,904,2692,858
2858,3147,2762,318,527,2028,2324,593,150,110
260,1252,858,904,1198,923,527,913,1196,1247
2858,3147,2762,2028,318,2324,527,260,593,150
260,3147,1196,1148,1198,2571,2324,2028,1222,318
260,1196,2858,1198,2571,2028,2762,318,593,527
356,3753,2701,260,1101,1917,1210,587,597,110
260,3753,2028,110,3147,356,1198,150,1196,318
260,3147,1196,2571,1198,2324,2028,110,1242,2762
2858,1252,527,318,904,858,2028,260,913,593
318,3147,356,527,2762,2028,3753,593,150,110
2858,913,1148,260,1252,527,2324,318,904,923
2858,1252,260,527,904,2028,318,913,2762,593
260,3147,2028,2324,318,1148,527,1358,2571,2692
260,1148,1196,913,1198,2324,2858,2692,2571,1222
260,904,2858,1252,1196,913,1198,969,858,2324
2858,3147,260,2028,2762,2324,318,527,593,150
2858,3147,260,2028,2762,318,527,593,2324,1198
2858,1252,904,858,913,260,923,527,1247,111
2858,3147,2762,318,527,2028,2324,593,260,150
2858,3147,260,2028,2762,2324,527,318,593,1148
2858,913,260,527,1252,858,318,904,1198,2028
260,3753,1196,1210,3147,1198,2571,1101,589,2028
858,1252,923,260,904,912,913,1247,1198,1207
260,3147,2028,2762,3753,110,2571,150,1196,1198
2858,2324,2762,3897,2692,2997,1148,593,3160,527
260,3147,1196,1198,2571,2324,2028,2858,1148,2762
2858,3147,260,2324,527,2028,904,318,1252,2762
260,1252,858,904,2858,913,1198,923,527,1247
2858,2324,2762,1148,3897,527,2692,318,3147,593
260,3147,1196,1198,904,2028,2571,2858,1252,2762
2858,2324,1148,2762,2692,527,3897,318,913,593
2858,3147,2762,2324,318,527,3897,2028,150,593
2858,1252,904,260,913,858,923,527,1247,111
2858,3147,2762,2324,2028,318,3897,527,593,150
2858,1252,913,260,904,527,923,858,1247,2324
2858,2324,2762,3147,318,3897,593,1148,2028,2692
260,1148,2858,904,1196,1198,2324,913,2571,1252
260,1148,1196,1222,1198,1278,2571,1089,2692,2028
260,3147,1196,2028,2324,1198,2858,2571,150,2762
2858,3147,2762,2324,318,3753,2028,150,527,593
2858,913,527,260,1252,2762,318,904,593,858
260,3147,1196,1198,2571,904,2028,2858,2324,1210
2858,913,608,923,296,1252,50,2692,2997,1148
2858,2324,260,913,2028,3147,527,904,318,1148
527,1252,318,2028,904,593,923,2762,858,913
260,3147,1196,1198,2324,2571,2028,1242,2762,2858
260,1252,2858,904,1196,1198,913,858,923,527
2858,3147,260,2762,2324,2028,318,1148,527,1198
2858,2324,2762,3897,260,1148,527,2692,593,3147
2858,2324,260,3147,1198,2028,1148,2762,1196,913
260,3147,1196,1198,2324,2571,2858,1148,2028,2762
2858,913,260,1252,904,858,923,1198,1148,1196
2858,2324,2762,3147,260,527,1148,2028,318,3897
2858,3147,2762,2324,318,2028,3753,527,150,593
2858,1148,260,2324,2692,2762,318,3147,527,913
2858,2324,2762,3897,260,1148,527,2692,318,593
2028,3753,260,3147,110,2762,150,2571,356,597
2858,3147,2762,2324,2028,318,3897,527,150,260
2858,2324,260,1148,2762,913,527,1252,318,593
2858,2324,260,1148,2762,2028,3147,1198,913,527
260,1252,2858,904,858,913,1198,923,1196,1247
356,3753,3147,2028,150,110,920,1198,539,260
