2028,3147,318,2762,527,2858,593,110,356,260
2858,3147,2028,260,2762,318,527,593,1198,110
260,904,1196,1198,2571,2028,858,1210,527,318
260,2858,1198,2028,527,1196,318,2762,593,2571
2858,913,2997,1252,608,858,1148,296,527,2762
2858,3160,3083,2395,2997,1449,2908,2692,1719,2959
260,2028,1196,2571,1198,2762,110,318,527,593
2858,2324,2762,260,2028,527,318,593,3147,1198
2858,3147,2762,2028,318,527,593,260,110,1198
2028,3147,260,110,2571,2762,318,1198,1196,356
2858,1148,2762,2692,527,318,593,260,608,2324
260,1252,2858,527,1198,2028,858,318,1196,593
2858,1148,260,1198,1196,2571,527,858,2028,318
2858,3897,2762,2997,2908,2396,527,593,318,608
260,3147,318,1148,2028,2571,527,1198,593,2762
2858,2324,1148,2762,318,260,527,593,2028,2571
2858,2324,260,2762,2028,527,1198,318,1196,593
2858,2324,260,1148,2028,1198,527,2762,318,1196
2858,2324,2762,260,318,527,2028,593,2571,1198
2858,3147,260,2762,2028,318,527,593,2571,110
260,1222,29,1196,1148,2571,1198,741,2692,1214
2858,1148,913,260,527,2762,318,593,858,2692
260,1148,2858,1196,1198,2571,2762,2028,593,318
2858,913,260,527,318,2762,2028,593,858,1198
260,3147,1196,1198,2571,2028,2762,110,2858,1210
2858,3147,318,2762,527,2028,593,2324,110,260
2858,1252,260,858,527,904,1198,593,318,2028
2858,913,260,527,2028,2762,1198,318,593,1196
260,3147,1196,1198,2571,2028,2858,2762,527,318
2858,2324,2762,318,527,2028,593,260,110,2571
260,3147,2028,2858,527,2762,318,1198,593,1196
2858,2324,2762,527,318,593,2028,260,3147,608
260,3147,1196,1198,2571,2028,2858,2762,527,318
2858,3147,2762,2028,318,527,260,593,110,1198
2858,1252,913,260,858,527,904,608,593,318
2858,3147,260,2028,2762,318,527,593,1198,2571
2858,923,527,1252,318,608,913,858,912,593
2858,2324,318,527,3147,2762,2028,593,260,110
2858,2324,2762,527,1148,593,318,2997,608,260
260,913,858,1252,2858,527,1198,318,1196,2028
260,1196,1148,1198,2571,2858,2028,1210,858,2762
260,3147,1196,1198,2571,2028,1210,2762,110,2858
2858,2324,2762,318,527,2028,593,260,110,2571
2858,3147,260,2028,1198,2762,1196,527,318,2571
260,904,1198,913,1196,2571,2028,858,527,318
2858,3147,2324,260,318,2028,2762,527,2571,593
2858,1252,527,318,2028,2762,593,858,260,1198
2858,3147,260,2028,2762,527,318,1198,593,1196
2858,2324,260,2028,2762,1198,527,318,1196,593
2858,2324,2997,3897,2762,527,593,608,318,2692
2858,3147,2762,318,527,2028,593,110,260,356
2858,3147,2762,2028,318,527,593,260,110,2571
2858,913,260,1148,527,318,2028,2762,1198,593
2858,3147,2762,2028,260,318,110,2571,593,527
2028,2762,110,356,318,2571,260,593,527,1198
2028,3147,260,110,2571,318,356,1198,2762,1196
2858,1148,1223,913,720,608,2692,296,2997,1252
2858,1148,260,913,527,318,1198,2028,2762,593
2858,2324,260,2762,2028,527,318,593,1198,1196
260,2701,2986,1544,2628,546,1676,1210,2054,153
2858,1148,2692,260,527,318,593,608,913,2571
2858,1252,1212,922,923,858,913,2186,608,904
2858,2324,2762,1148,527,318,593,260,2997,608
2858,2324,2762,318,2028,527,593,260,110,2571
260,3147,2028,2762,110,318,2571,1198,527,1196
2858,3147,2762,2028,318,527,260,593,110,2571
858,1252,923,1212,904,912,527,913,922,1247
2858,2692,2997,3160,2762,608,296,3897,593,527
2858,2324,2762,3897,2997,527,318,593,608,2692
2858,2324,2762,2997,593,527,318,2692,2028,608
260,3147,1196,1198,2571,2028,1210,110,589,318
2858,3160,2997,2908,3083,2395,608,2599,3897,296
2858,1148,260,2571,1196,1198,2028,2762,318,527
858,1252,260,527,1198,904,912,2028,318,593
2858,3753,260,1210,2762,1196,2571,110,2028,589
2858,2324,2762,527,3147,318,593,2028,260,608
2858,2692,2997,1148,2762,608,593,2324,527,296
2858,913,1252,527,904,858,608,2762,593,2997
2858,913,1212,1252,922,2997,923,608,1148,858
2858,3147,2762,318,527,2028,593,110,356,2396
260,1252,1212,858,904,1198,527,1196,923,2028
2858,3147,2762,2028,318,527,260,593,110,2571
260,3147,1196,1198,2571,2028,318,527,2762,593
260,1196,2858,1198,2571,2028,2762,318,593,527
356,3753,2701,260,1210,1101,110,1198,1721,480
260,3753,2028,110,356,1198,1196,318,1210,2762
260,3147,1196,2571,1198,2028,110,2762,318,1210
2858,1252,527,318,858,2028,260,593,2762,1198
318,3147,356,527,2762,2028,593,110,3753,2396
2858,913,1148,260,527,318,593,2762,858,2028
2858,1252,260,527,2028,318,2762,593,858,1198
260,3147,2028,318,527,2571,2762,1198,593,110
260,1148,1196,1198,2858,2571,913,2028,318,527
