user_id,item_id,prediction
1.0,2762.0,0.16474560221014473
1.0,593.0,0.14919773858489915
1.0,110.0,0.14134777309263988
1.0,356.0,0.13493726137997633
1.0,1198.0,0.11223718265989871
1.0,2571.0,0.11105982755605226
1.0,50.0,0.09504164357455089
1.0,1197.0,0.09354817918488635
1.0,1196.0,0.09184903228121973
1.0,1.0,0.08827664591736502
2.0,2762.0,0.13806505148264892
2.0,593.0,0.12906782162939318
2.0,1198.0,0.12067280148577247
2.0,110.0,0.11863770789415994
2.0,2571.0,0.11773573584033929
2.0,1196.0,0.11259652815233157
2.0,1197.0,0.09589343989511272
2.0,356.0,0.09572086555951602
2.0,50.0,0.09117330337740075
2.0,589.0,0.08447896792383924
3.0,1196.0,0.15916236486459762
3.0,1198.0,0.1536494586397876
3.0,2571.0,0.13900468584936873
3.0,593.0,0.11039078500259601
3.0,110.0,0.10988591054967127
3.0,2762.0,0.10939708645194343
3.0,589.0,0.10883038079945714
3.0,1197.0,0.10765665466743846
3.0,1214.0,0.0922520975296682
3.0,50.0,0.08039091332476866
4.0,1198.0,0.13053735780416673
4.0,1196.0,0.12627707582050396
4.0,2762.0,0.12203241166910946
4.0,593.0,0.11998671252653384
4.0,2571.0,0.11816479009214621
4.0,110.0,0.1072356657190581
4.0,1197.0,0.09895968159799134
4.0,589.0,0.0881990858904999
4.0,50.0,0.08778702770897433
4.0,1617.0,0.08229445455022467
5.0,2762.0,0.11052728638920127
5.0,593.0,0.10874295080366804
5.0,50.0,0.1031560315031993
5.0,1617.0,0.10297792825173492
5.0,1198.0,0.08541690951047008
5.0,912.0,0.08471373636884898
5.0,1196.0,0.08415478477119959
5.0,1197.0,0.0827862886066791
5.0,2571.0,0.07446051437620045
5.0,1213.0,0.07361531422597999
6.0,2395.0,4.643244116832656
6.0,2700.0,2.853546476732463
6.0,50.0,2.214545332320542
6.0,1617.0,2.1749088192192083
6.0,1673.0,2.009996621231191
6.0,3751.0,1.9535870854698567
6.0,2580.0,1.7252739475377228
6.0,1089.0,1.6015301175078487
6.0,551.0,1.3808848601527741
6.0,3535.0,1.2921375108455568
7.0,1196.0,0.14974194459161266
7.0,2571.0,0.14859657704981272
7.0,1198.0,0.14826881810136194
7.0,2762.0,0.14529545249494855
7.0,110.0,0.14034369026409793
7.0,593.0,0.13104718795216255
7.0,589.0,0.11601011308472561
7.0,356.0,0.1108695205435455
7.0,1197.0,0.10826064195463117
7.0,1270.0,0.09179065192003354
8.0,2762.0,0.14638384670493454
8.0,593.0,0.13226761182191737
8.0,1198.0,0.11573106235738995
8.0,2571.0,0.11505008310872572
8.0,110.0,0.11393456652729153
8.0,1196.0,0.11076023763391603
8.0,1197.0,0.09597484354541355
8.0,50.0,0.09510804116737759
8.0,356.0,0.08798133493948974
8.0,1617.0,0.08674902045498055
9.0,2762.0,0.14628291680705663
9.0,593.0,0.13318118629482104
9.0,110.0,0.11791162357501332
9.0,1198.0,0.11509935660473562
9.0,2571.0,0.11471755138056772
9.0,1196.0,0.10734985499952535
9.0,356.0,0.09517259937780753
9.0,1197.0,0.0949996296247248
9.0,50.0,0.0943581799503966
9.0,1617.0,0.08439995541935001
10.0,110.0,0.16068915264990044
10.0,2571.0,0.15842611232439113
10.0,2762.0,0.15727932036655978
10.0,1198.0,0.1416906620669866
10.0,1196.0,0.1395650854798901
10.0,356.0,0.13828338271052074
10.0,593.0,0.1366750051214301
10.0,589.0,0.11490798101473293
10.0,1197.0,0.10495925664586976
10.0,1270.0,0.09241660340882125
11.0,2762.0,0.11710242547066589
11.0,593.0,0.11152456625313346
11.0,50.0,0.09796308319767745
11.0,2571.0,0.0957505959064657
11.0,1198.0,0.09082084095587303
11.0,1196.0,0.08700459307151963
11.0,1617.0,0.08435756530517083
11.0,1197.0,0.08304846289601052
11.0,110.0,0.07865518942543936
11.0,1213.0,0.06427899507022206
12.0,1198.0,0.12521088769022481
12.0,1196.0,0.1189879036912347
12.0,593.0,0.11798788854863225
12.0,2762.0,0.11706350770701368
12.0,2571.0,0.10900540280808367
12.0,110.0,0.09846197420819465
12.0,1197.0,0.09639736681718483
12.0,50.0,0.08906745109846037
12.0,1617.0,0.08548364702104906
12.0,912.0,0.08434771404890104
13.0,1198.0,0.11769718500560801
13.0,1196.0,0.11711517514006796
13.0,2571.0,0.11209289361145318
13.0,593.0,0.10588218474281842
13.0,2762.0,0.10428872506899192
13.0,1197.0,0.09225756999163144
13.0,50.0,0.08887414799376499
13.0,110.0,0.08714514873092225
13.0,1617.0,0.07876223882538487
13.0,589.0,0.0754381904446638
14.0,2762.0,0.2423337945499177
14.0,593.0,0.19274515954306454
14.0,1617.0,0.1461463141456415
14.0,50.0,0.1250759680381193
14.0,110.0,0.1158516939256506
14.0,1.0,0.10523246768135339
14.0,1213.0,0.10180922488986117
14.0,1197.0,0.10113716176228466
14.0,356.0,0.1001359049627805
14.0,912.0,0.09157624097852135
15.0,2571.0,0.11548976762959665
15.0,1198.0,0.10622534605989058
15.0,593.0,0.10420450107723847
15.0,2762.0,0.1028724284929756
15.0,1196.0,0.09965355569734673
15.0,110.0,0.09888869747127373
15.0,50.0,0.08760026997765828
15.0,1197.0,0.08494620608185366
15.0,356.0,0.07043878378552754
15.0,1617.0,0.06422894078363113
16.0,2762.0,0.1228343044069272
16.0,593.0,0.11451719542963328
16.0,2571.0,0.10792114148628269
16.0,1198.0,0.09893822696091542
16.0,1196.0,0.09607237903020796
16.0,50.0,0.09540442143969977
16.0,110.0,0.0926575625876955
16.0,1197.0,0.08637035933206913
16.0,1617.0,0.07889973540931006
16.0,589.0,0.06713959883051848
17.0,2762.0,0.12657441772933561
17.0,1198.0,0.12252729920464359
17.0,1196.0,0.1205939593993001
17.0,593.0,0.12034711975348743
17.0,2571.0,0.11643531545343114
17.0,110.0,0.10305585353444285
17.0,1197.0,0.09680136330630865
17.0,50.0,0.09098857256638768
17.0,589.0,0.08570274917829623
17.0,1617.0,0.08383231422261371
18.0,1198.0,0.12007923365537862
18.0,2762.0,0.11843253148017356
18.0,1196.0,0.11804950516040859
18.0,2571.0,0.1165192937645046
18.0,593.0,0.11486833110766809
18.0,110.0,0.09987775500577616
18.0,1197.0,0.09448784773559382
18.0,50.0,0.0897485667707319
18.0,589.0,0.08139553884730621
18.0,1617.0,0.07946563251559678
19.0,2762.0,0.13602180483248874
19.0,593.0,0.1247583461876588
19.0,2571.0,0.11224709309355113
19.0,1198.0,0.11036296326985372
19.0,1196.0,0.10657238575867914
19.0,110.0,0.10464611829464307
19.0,50.0,0.0949449053841786
19.0,1197.0,0.09268678626409578
19.0,1617.0,0.08414545935405249
19.0,589.0,0.07899276793308901
20.0,2762.0,0.14911974550188944
20.0,593.0,0.13268023820961794
20.0,2571.0,0.12918003332466652
20.0,110.0,0.12601106541095744
20.0,1198.0,0.12492928279932862
20.0,1196.0,0.12269910824457261
20.0,1197.0,0.0995849607955245
20.0,356.0,0.09898285537563134
20.0,589.0,0.09651874267785476
20.0,50.0,0.09195342285375561
21.0,1196.0,0.18958316281842091
21.0,2571.0,0.169426210721265
21.0,1198.0,0.14973608636561492
21.0,1214.0,0.12264036722018759
21.0,589.0,0.11220338697912047
21.0,1200.0,0.1086892810736933
21.0,1197.0,0.10179907909831994
21.0,50.0,0.07278579132445664
21.0,1291.0,0.06950390464442528
21.0,1136.0,0.06810433537392899
22.0,2762.0,0.11088122656638894
22.0,593.0,0.10913209793118842
22.0,1198.0,0.10234291794283827
22.0,2571.0,0.0999109689020083
22.0,1196.0,0.09987572015804469
22.0,50.0,0.09455950661420881
22.0,1197.0,0.08721156395941686
22.0,1617.0,0.08453200095760109
22.0,110.0,0.07909378904798084
22.0,912.0,0.0684241874205627
23.0,1196.0,0.1437408540284427
23.0,1198.0,0.13537868904024505
23.0,2571.0,0.13420152525067616
23.0,2762.0,0.12000335102850662
23.0,593.0,0.11244036473497318
23.0,110.0,0.10345193596926344
23.0,1197.0,0.10223656809794263
23.0,589.0,0.10148144371171783
23.0,50.0,0.08713870816410434
23.0,1214.0,0.08225773743452801
24.0,2762.0,0.12641985030762828
24.0,593.0,0.12334320106142492
24.0,1198.0,0.11727057880006699
24.0,1196.0,0.10926375959867407
24.0,2571.0,0.10429495145126466
24.0,110.0,0.0996222498760299
24.0,1197.0,0.09425399146792904
24.0,50.0,0.09252075874881421
24.0,1617.0,0.08838667552395545
24.0,912.0,0.08182579265963359
25.0,1196.0,0.15704430622262597
25.0,1198.0,0.15041795629422322
25.0,2571.0,0.14894237851118433
25.0,2762.0,0.1301609124226113
25.0,110.0,0.12660620673071166
25.0,593.0,0.12029002843807253
25.0,589.0,0.1158572665220336
25.0,1197.0,0.10833039052145506
25.0,356.0,0.08947486833043661
25.0,1214.0,0.08714614922892927
26.0,2762.0,0.14605164244915866
26.0,593.0,0.13393375011437636
26.0,110.0,0.11809887446344998
26.0,2571.0,0.10478983559677434
26.0,356.0,0.10284355742904218
26.0,1198.0,0.09943376532575235
26.0,50.0,0.09651243647046288
26.0,1197.0,0.08716576876376302
26.0,1196.0,0.08434724072897365
26.0,1617.0,0.08061225070841531
27.0,1198.0,0.11804036654267647
27.0,593.0,0.11592712249736246
27.0,2762.0,0.11069185023347503
27.0,1196.0,0.10958734298384155
27.0,912.0,0.099430338735314
27.0,1617.0,0.09399796379578802
27.0,1197.0,0.09353052385467564
27.0,2571.0,0.09295761607004281
27.0,50.0,0.0918263842602385
27.0,1221.0,0.08326428575666199
28.0,2762.0,0.1250071738674556
28.0,1198.0,0.12405259644941995
28.0,593.0,0.12141636432346713
28.0,1196.0,0.11998145232728284
28.0,2571.0,0.11103077036011291
28.0,110.0,0.10027460951528952
28.0,1197.0,0.0973398217190643
28.0,50.0,0.09099367747080918
28.0,1617.0,0.08764244240222334
28.0,589.0,0.08391831498231019
29.0,1196.0,0.14667705256488153
29.0,1198.0,0.14454340276999045
29.0,2571.0,0.13288661508876654
29.0,2762.0,0.12185383542416221
29.0,593.0,0.11820789773464688
29.0,110.0,0.11327536871482814
29.0,1197.0,0.10518797461543258
29.0,589.0,0.10379480790674159
29.0,50.0,0.08441094164270631
29.0,1214.0,0.0828114854098536
30.0,2762.0,0.14864100556969492
30.0,593.0,0.13365004779153192
30.0,110.0,0.11375080349953022
30.0,2571.0,0.11214612456365101
30.0,1198.0,0.11129232677391969
30.0,1196.0,0.10491943491485502
30.0,50.0,0.09640136092201826
30.0,1197.0,0.09427490135655973
30.0,356.0,0.0893588715546681
30.0,1617.0,0.08720053692408751
31.0,2762.0,0.13942583039034123
31.0,1198.0,0.13584624458895844
31.0,593.0,0.13191187148228473
31.0,1196.0,0.12880325784460153
31.0,110.0,0.12490000036289103
31.0,2571.0,0.1238638337116604
31.0,1197.0,0.10248820917091858
31.0,356.0,0.10147444631408957
31.0,589.0,0.0964645460912294
31.0,50.0,0.088126395965334
32.0,2762.0,0.14547873733212846
32.0,593.0,0.13200347757576955
32.0,110.0,0.10461984716167994
32.0,1198.0,0.10378744360986765
32.0,2571.0,0.10306618735829806
32.0,50.0,0.09854181397532173
32.0,1196.0,0.09609927476431587
32.0,1197.0,0.0911481077825092
32.0,1617.0,0.09047687698726598
32.0,356.0,0.08028045602574807
33.0,1196.0,0.15065007233217578
33.0,1198.0,0.14767786885873038
33.0,2571.0,0.136598692885624
33.0,2762.0,0.12198753782444928
33.0,593.0,0.11807536051105451
33.0,110.0,0.11607106584072492
33.0,589.0,0.10702492991360857
33.0,1197.0,0.10640624067965024
33.0,1214.0,0.08501250982590466
33.0,50.0,0.0834022713335035
34.0,2762.0,0.14583992917094687
34.0,593.0,0.1335958834058733
34.0,110.0,0.1197035821979195
34.0,1198.0,0.11836426799526199
34.0,2571.0,0.11586107651538574
34.0,1196.0,0.11025540310902958
34.0,356.0,0.09743351471172543
34.0,1197.0,0.09618321539369079
34.0,50.0,0.09341344425171905
34.0,589.0,0.08519611952884332
35.0,593.0,0.11280985135000997
35.0,1198.0,0.11037873112287136
35.0,2762.0,0.10774417826882578
35.0,1196.0,0.10285703200487763
35.0,912.0,0.09652923263246856
35.0,1617.0,0.09470800926374227
35.0,50.0,0.09375840094621754
35.0,1197.0,0.09042935751515392
35.0,2571.0,0.08829732260631193
35.0,1221.0,0.08034333859442615
36.0,2762.0,0.1345805569518089
36.0,593.0,0.12573403318911253
36.0,1198.0,0.12513891590745235
36.0,2571.0,0.12144861055425218
36.0,1196.0,0.12129083850011653
36.0,110.0,0.11469551125550585
36.0,1197.0,0.09806136355569242
36.0,50.0,0.09037375890988311
36.0,589.0,0.08959253523900108
36.0,356.0,0.08688788731586598
37.0,912.0,0.11278813456144199
37.0,593.0,0.10994260161482564
37.0,50.0,0.10231199325660331
37.0,1617.0,0.09279711961797431
37.0,2762.0,0.09079856523414917
37.0,1213.0,0.07640341410592298
37.0,923.0,0.07528635632423683
37.0,1252.0,0.07462785845443805
37.0,913.0,0.07324859967421546
37.0,1221.0,0.07216456989096182
38.0,2762.0,0.12995198029830726
38.0,593.0,0.12297969063299838
38.0,110.0,0.10190353344358799
38.0,2571.0,0.10170686037433078
38.0,1198.0,0.09907875600211877
38.0,50.0,0.0955194002208112
38.0,1196.0,0.08809518936405794
38.0,1197.0,0.08609427455806555
38.0,1617.0,0.08104117240803925
38.0,356.0,0.07967753126141329
39.0,2762.0,0.12928010061078088
39.0,593.0,0.11944995493109604
39.0,50.0,0.10052119802038899
39.0,2571.0,0.09403931338350872
39.0,1198.0,0.09207314166865571
39.0,1617.0,0.09129582900907159
39.0,1196.0,0.08835995233159637
39.0,1197.0,0.08559542130643288
39.0,110.0,0.08166683003987006
39.0,1213.0,0.06817413250711221
40.0,1198.0,0.10989643327882218
40.0,1196.0,0.10128167196699508
40.0,593.0,0.10038723444732618
40.0,2571.0,0.0932470367846107
40.0,50.0,0.08861223128870287
40.0,912.0,0.08848087549651779
40.0,2762.0,0.0881228672869979
40.0,1197.0,0.08652566644530968
40.0,1617.0,0.08127143470533621
40.0,1221.0,0.07382053897673094
41.0,1196.0,0.15500580864938027
41.0,1198.0,0.144817216926594
41.0,2571.0,0.14094951428722546
41.0,2762.0,0.10967803407004582
41.0,589.0,0.10652492727691638
41.0,593.0,0.10648804021234168
41.0,1197.0,0.1046906048230258
41.0,110.0,0.10405639596296118
41.0,1214.0,0.09021542413466827
41.0,50.0,0.08283064045872074
42.0,1196.0,0.16286602880061832
42.0,1198.0,0.1519586660270079
42.0,2571.0,0.151522889559376
42.0,2762.0,0.11806218844467203
42.0,110.0,0.11776087622656123
42.0,589.0,0.11609802788809945
42.0,593.0,0.11122074720193564
42.0,1197.0,0.10808067379992631
42.0,1214.0,0.0929172622627171
42.0,1200.0,0.08142870912938857
43.0,2762.0,0.15529551721182192
43.0,593.0,0.1373604026010865
43.0,110.0,0.11522445927139893
43.0,2571.0,0.10973301397179495
43.0,1198.0,0.10627325428031512
43.0,1196.0,0.09886445580577954
43.0,50.0,0.09862743326742521
43.0,1197.0,0.09298507662084925
43.0,356.0,0.09251752570207042
43.0,1617.0,0.08881743492437559
44.0,1198.0,0.12878144761142565
44.0,2762.0,0.1274422869082263
44.0,1196.0,0.12684806089435785
44.0,2571.0,0.12257688445108271
44.0,593.0,0.12129090634554048
44.0,110.0,0.11020735621819949
44.0,1197.0,0.09903537950292056
44.0,589.0,0.0910530201239184
44.0,50.0,0.08883518527073177
44.0,1617.0,0.0809614747055269
45.0,1198.0,0.14243386069010355
45.0,1196.0,0.13567450377864418
45.0,2571.0,0.1256818971383077
45.0,110.0,0.09957442910030342
45.0,1197.0,0.09553148195942462
45.0,593.0,0.09169933287589341
45.0,1214.0,0.08069606208037966
45.0,912.0,0.08062349447511746
45.0,589.0,0.0790273681258847
45.0,50.0,0.07388422949406233
46.0,2762.0,0.12110759693768403
46.0,2571.0,0.11560096941102002
46.0,593.0,0.11500380767620383
46.0,1198.0,0.10809184358046096
46.0,110.0,0.10354031038559425
46.0,1196.0,0.10334426628608001
46.0,50.0,0.09136782558987044
46.0,1197.0,0.08887557571374456
46.0,356.0,0.07487280905444897
46.0,1617.0,0.07332133785704793
47.0,2762.0,0.1276470755124376
47.0,593.0,0.12742410833503998
47.0,1198.0,0.11020569924495902
47.0,110.0,0.0973441072933527
47.0,1196.0,0.0949139975333687
47.0,50.0,0.0944541553854862
47.0,912.0,0.0939465023775015
47.0,1617.0,0.09272739810325369
47.0,2571.0,0.09100053099949923
47.0,1197.0,0.09091291519529772
48.0,2762.0,0.1279900071466447
48.0,1198.0,0.12494386544432906
48.0,593.0,0.1221699976533117
48.0,1196.0,0.12077356016269447
