UserId,ItemId
1,2791
1,2194
1,16
1,1733
1,912
1,1711
1,339
1,1586
1,2968
1,2909
2,2762
2,2126
2,6
2,1732
2,838
2,1701
2,339
2,1586
2,2968
2,2909
3,2762
3,2126
3,6
3,1732
3,838
3,1701
3,333
3,1583
3,2967
3,2909
4,2762
4,2126
4,6
4,1732
4,838
4,1711
4,339
4,1586
4,2968
4,2909
5,2762
5,2126
5,6
5,1732
5,838
5,1701
5,333
5,1583
5,2967
5,2909
6,2762
6,2126
6,16
6,1733
6,912
6,1711
6,339
6,1586
6,2968
6,2909
7,2762
7,2126
7,6
7,1732
7,838
7,1701
7,339
7,1586
7,2968
7,2909
8,2762
8,2126
8,6
8,1732
8,838
8,1701
8,333
8,1583
8,2967
8,2909
9,2762
9,2126
9,6
9,1732
9,838
9,1701
9,333
9,1583
9,2967
9,2909
10,2762
10,2126
10,6
10,1732
10,838
10,1701
10,333
10,1583
10,2967
10,2909
11,2762
11,2126
11,6
11,1732
11,838
11,1701
11,333
11,1583
11,2967
11,2909
12,2762
12,2126
12,6
12,1732
12,838
12,1701
12,333
12,1583
12,2967
12,2909
13,2762
13,2126
13,6
13,1732
13,838
13,1701
13,333
13,1583
13,2967
13,2909
14,2762
14,2126
14,6
14,1732
14,838
14,1711
14,339
14,1586
14,2968
14,2909
15,2762
15,2126
15,6
15,1732
15,838
15,1701
15,333
15,1583
15,2967
15,2909
16,2762
16,2126
16,6
16,1733
16,912
16,1711
16,339
16,1586
16,2968
16,2909
17,2762
17,2126
17,6
17,1732
17,912
17,1711
17,339
17,1586
17,2968
17,2909
18,2762
18,2126
18,6
18,1732
18,838
18,1701
18,333
18,1583
18,2967
18,2909
19,2762
19,2126
19,6
19,1732
19,838
19,1701
19,333
19,1583
19,2967
19,2909
20,2762
20,2126
20,6
20,1732
20,838
20,1701
20,333
20,1583
20,2967
20,2909
21,2762
21,2194
21,16
21,1733
21,912
21,1711
21,339
21,1586
21,2968
21,2909
22,2762
22,2126
22,6
22,1732
22,838
22,1701
22,333
22,1583
22,2967
22,2909
23,2762
23,2126
23,6
23,1732
23,838
23,1701
23,333
23,1583
23,2967
23,2909
24,2762
24,2126
24,6
24,1733
24,912
24,1711
24,339
24,1586
24,2968
24,2909
25,2762
25,2126
25,6
25,1732
25,838
25,1711
25,339
25,1586
25,2968
25,2909
26,2762
26,2126
26,6
26,1732
26,838
26,1701
26,333
26,1583
26,2967
26,2909
27,2762
27,2126
27,6
27,1732
27,838
27,1701
27,333
27,1583
27,2967
27,2909
28,2762
28,2126
28,6
28,1732
28,838
28,1701
28,333
28,1583
28,2967
28,2909
29,2762
29,2126
29,6
29,1733
29,912
29,1711
29,339
29,1586
29,2968
29,2909
30,2762
30,2126
30,6
30,1732
30,838
30,1701
30,333
30,1583
30,2967
30,2909
31,2762
31,2126
31,6
31,1732
31,838
31,1701
31,333
31,1583
31,2967
31,2909
32,2762
32,2126
32,6
32,1733
32,912
32,1711
32,339
32,1586
32,2968
32,2909
33,2762
33,2126
33,6
33,1732
33,838
33,1701
33,333
33,1583
33,2967
33,2909
34,2762
34,2126
34,6
34,1733
34,912
