8,271,256,269,327,15,7,4,25,2
2,271,223,7,237,362,4,1,8,6
2,269,254,8,327,10,3,7,4,15
6,271,269,4,241,20,306,8,250,2
6,250,278,279,417,306,20,241,271,228
2,379,7,269,4,362,10,225,1,222
8,271,256,15,229,237,25,2,4,36
8,256,241,237,229,271,2,231,255,327
7,254,267,269,223,425,552,820,342,474
6,250,278,417,279,306,241,20,271,228
3,269,31,254,41,327,40,342,8,316
4,271,241,237,306,250,268,256,8,6
31,269,254,342,316,327,261,353,474,314
2,312,233,374,10,379,559,6,271,315
4,269,254,271,7,327,223,280,2,8
7,267,223,4,271,1,820,2,552,8
8,15,2,25,36,11,7,4,34,51
8,271,269,15,327,4,2,25,7,20
2,269,254,267,223,305,327,222,379,7
5,269,254,342,316,327,305,314,261,474
2,269,4,254,8,327,7,271,20,280
2,269,254,342,327,316,261,353,231,318
31,269,254,342,316,261,353,486,474,350
8,271,256,229,237,284,222,255,15,25
8,256,271,229,442,222,15,25,7,36
8,269,254,327,271,4,7,15,2,25
7,271,269,223,225,306,254,327,280,4
2,269,254,4,327,20,271,280,6,241
4,271,269,327,241,8,254,306,6,20
2,269,379,10,254,327,7,231,3,258
2,269,254,327,271,241,237,306,225,280
2,379,312,269,258,559,225,362,477,254
4,271,269,241,306,2,8,7,6,20
6,278,417,250,279,228,238,251,301,306
3,269,254,327,342,316,261,31,353,474
2,271,269,4,7,8,15,6,20,25
2,269,254,327,342,316,261,353,280,346
7,271,256,4,222,8,267,15,223,1
20,269,254,6,327,280,3,271,342,8
2,271,241,306,250,237,269,4,6,20
2,269,7,4,3,31,40,254,41,39
4,271,241,306,6,250,237,8,20,7
8,271,237,256,15,241,306,4,25,6
2,269,271,327,254,241,237,8,20,6
6,271,278,250,417,20,306,241,238,4
6,278,417,279,250,238,228,301,251,260
7,271,223,256,4,237,8,15,1,25
2,271,237,362,10,379,225,8,477,231
4,271,269,241,7,306,327,6,250,254
2,269,4,254,3,327,20,342,31,280
6,250,278,271,417,20,306,241,279,4
8,269,254,327,342,280,3,316,346,15
3,269,254,327,342,316,261,353,346,280
