4605,4873,4537,4664,5575,7818,7887,4507,6834,5184
4605,6319,5184,13540,6348,7619,4632,12747,4537,5136
6348,13677,4632,6551,5075,5354,8353,5653,7913,8673
4439,4537,4888,4914,6357,6315,10820,4605,4806,5184
4439,6315,6357,10820,4888,4914,4862,8111,9837,4841
6348,13677,4632,6551,5075,8353,21751,5136,5354,4841
4873,4537,7818,7887,6834,4664,4605,5575,5066,9188
4439,5066,4873,4862,6834,4564,7282,8715,4806,6042
4605,13540,12747,15291,7619,6319,8860,5184,16730,6718
4439,6315,6357,10820,4888,4914,8111,9837,4862,6820
5099,4871,6267,5786,4719,4605,4664,4672,5343,4914
4537,4439,4605,5184,4873,5575,4507,4806,4664,6357
4655,5786,6267,4672,5023,5048,4719,4740,8246,5596
6348,13677,8353,21751,6442,5136,7313,16962,4841,5075
4605,5184,4537,4439,4664,6319,4914,5099,5575,5411
4605,13540,12747,6319,7619,5184,15291,4855,5014,9050
4873,7818,7887,4537,6834,5575,5066,4605,9188,4664
4605,4537,4873,4439,4664,5575,7818,7887,6834,4507
4605,13540,7070,4866,6348,7619,4632,6551,5510,5014
7070,7731,5499,5048,6267,5030,4771,4722,5368,6477
4605,4439,4537,4664,4914,5184,5099,4871,4632,4888
4655,8715,13677,6348,5653,5345,4841,5075,4672,4632
6165,4655,5786,4672,5023,5020,8246,4649,5048,6303
4873,4537,7818,5575,4439,6834,4664,4605,5066,4507
4873,4605,7818,7887,4537,5575,4664,9188,6834,5066
4605,4664,4537,4873,5099,7887,4439,5575,5184,7818
4605,5184,6319,13540,4537,4439,12747,5254,7619,4887
4605,4439,4914,5184,4537,4888,4632,4841,4871,5411
4439,4537,4605,4664,4888,4914,4806,6357,5184,6042
6348,13677,4632,8353,6551,5075,21751,8715,5354,7913
4439,4841,6348,5075,13677,4632,5354,4888,5653,8715
6348,13677,5075,8353,4632,21751,4841,6551,8715,5354
4439,4605,4537,5184,4664,4888,4806,4914,5575,4507
4439,6315,6357,10820,8390,21792,9837,4862,4860,8111
5786,6267,4719,4672,4605,4655,4871,5130,5048,5023
4605,4537,5184,4439,5575,4664,6319,4632,4873,4507
4605,5786,4672,4719,4871,6267,5099,4632,5411,5130
4605,4873,5575,13540,4537,5184,7818,4507,7887,5014
4439,4914,4888,4871,6266,4664,5099,10820,4537,5343
4439,4537,4605,4888,5184,6357,4914,4806,4664,4841
4605,4632,4672,5411,4719,5786,5653,5130,6348,5568
4439,4537,4605,5184,4888,6357,4914,4664,4806,6042
4537,4439,4873,4664,6834,5066,4507,4806,7818,5575
4439,4537,4888,4664,4914,4806,4841,6834,4589,4700
4439,6357,6315,4537,4888,4806,4862,10820,4958,9837
6315,4439,6357,8390,10820,21792,6319,5934,9837,4860
4605,4537,5184,4873,5575,13540,4664,4507,7818,5014
6348,13677,5075,8353,4632,4841,5354,6551,21751,8715
4605,4439,5184,4537,6319,4914,4888,6357,4664,4887
4605,4914,4439,4871,4719,5786,4672,5411,5343,5099
4439,6357,6315,4537,10820,4888,6319,9837,4862,6820
4605,5099,4664,4871,4719,6267,5786,5411,4672,5203
6267,5786,4605,4719,5099,4871,4672,5130,11694,5048
4605,6319,5184,13540,12747,7619,15291,4855,5254,5014
4873,4537,4439,4605,5575,6834,7818,4664,5066,4507
4439,4841,6348,5075,5354,13677,4888,8715,8353,4862
4605,4664,4873,5099,4537,4632,7887,5203,4871,4589
4605,4873,4537,4664,7818,7887,5575,4507,6834,5099
4873,4605,4537,4664,4439,7887,7818,5575,6834,4507
13677,6348,6165,7080,11342,4672,4655,4632,5653,5345
7070,4605,6267,4873,5499,5048,11694,5099,4836,5786
4439,4605,6319,5184,4537,6315,6357,4914,4888,10820
4439,6357,6315,4888,10820,4914,4537,4841,4862,9837
4605,4537,4439,4873,4664,5575,4507,6834,7818,7887
4605,5786,4719,6267,4672,4871,5130,5411,5099,5048
4873,4537,4605,5575,7818,6834,4664,4507,7887,5066
5786,4719,4672,4605,5023,5020,6165,6267,5048,5596
4439,6315,6357,10820,6319,4888,4537,9837,6820,4914
4605,13540,6319,12747,5184,7619,15291,4855,5014,9050
4439,6357,6315,10820,4888,4914,4862,4841,9837,8111
4605,4871,5099,6267,5786,4719,4672,4664,5343,4914
4439,4537,6357,4888,4806,6315,4914,4841,9837,5184
4605,13540,12747,7619,6319,5184,15291,4855,5014,9050
4605,6348,4632,6551,13677,5075,5184,5203,5136,6319
4439,6357,6319,6315,4537,10820,4888,5184,4841,9837
