8,271,15,7,256,4,269,25,327,2
2,271,7,4,223,1,237,8,362,6
2,269,8,254,10,327,3,7,4,15
6,4,20,271,8,2,269,48,241,7
6,250,20,278,4,279,417,48,306,2
2,379,7,269,4,10,362,1,225,8
8,271,15,25,256,2,4,229,36,237
8,256,241,2,237,229,15,271,231,255
7,254,267,4,269,223,1,425,552,820
6,250,20,278,4,417,279,48,306,241
3,269,31,41,40,8,39,254,15,32
4,271,8,241,6,237,7,306,15,250
31,269,41,254,3,40,342,39,316,327
2,312,233,374,10,379,559,271,315,6
4,269,7,2,254,8,271,20,327,6
7,4,267,1,223,2,271,8,820,552
8,15,2,25,36,11,7,4,34,51
8,271,15,4,269,2,25,327,7,20
2,269,7,254,267,1,223,305,327,4
5,269,254,342,31,316,327,40,305,314
2,269,4,8,7,254,20,6,327,3
2,269,254,342,327,316,261,353,231,3
31,269,254,41,342,40,316,261,39,353
8,271,15,25,256,4,229,237,7,36
8,256,15,271,229,25,442,222,7,36
8,269,4,254,7,327,15,271,2,25
7,271,4,269,2,223,225,306,254,6
2,4,269,20,6,7,8,3,254,31
4,271,8,6,20,269,2,15,327,25
2,269,379,10,254,7,327,231,3,258
2,269,254,327,271,20,241,237,306,225
2,379,312,269,258,559,225,10,362,477
4,271,2,8,269,7,6,241,20,306
6,278,20,417,250,279,4,228,238,251
3,269,31,254,41,40,327,39,342,316
2,271,4,7,8,269,15,6,20,25
2,269,3,31,254,41,40,327,39,8
7,271,4,8,15,256,1,25,222,267
20,269,6,3,254,8,31,41,327,40
2,271,4,6,20,241,8,306,7,250
2,7,4,269,3,31,40,41,39,254
4,271,6,8,20,241,7,306,15,250
8,271,15,4,237,25,256,6,2,241
2,269,8,271,20,327,6,254,15,241
6,271,20,4,278,250,417,8,306,48
6,278,20,417,279,4,250,238,228,301
7,271,4,8,223,15,256,1,237,25
2,271,237,10,362,8,379,4,225,477
4,271,7,6,269,20,8,241,2,306
2,269,4,3,254,20,31,327,6,342
6,250,20,4,278,271,48,417,45,306
8,269,3,254,15,327,31,342,2,4
3,269,254,31,327,41,342,40,316,39
7,2,4,1,6,271,20,8,48,25
8,271,15,256,237,4,229,2,25,7
2,271,237,20,241,306,6,250,362,225
2,269,8,254,7,4,327,15,271,25
8,271,15,269,4,327,7,256,25,2
8,271,15,269,4,327,2,256,25,7
2,269,254,342,316,261,314,474,10,350
5,269,254,15,327,31,342,40,316,41
4,271,7,250,6,306,20,241,269,278
6,271,20,2,250,4,241,306,48,278
8,271,4,269,15,2,237,7,25,20
3,31,41,40,2,39,7,4,32,58
8,271,15,256,229,4,237,25,222,7
7,269,4,254,31,3,41,342,40,316
6,250,4,20,278,271,7,417,48,306
7,4,267,1,223,271,8,2,820,552
6,250,20,278,4,271,2,417,306,48
3,269,254,31,327,41,342,40,316,8
6,271,2,4,20,241,250,8,306,278
7,267,4,223,1,271,820,552,222,270
2,269,7,254,4,327,8,271,1,15
4,271,6,250,20,306,2,278,241,7
2,269,4,254,20,327,3,8,280,6
